,SalePrice
2073,139286.72
2074,173231.06
2075,150629.05
2076,128841.18
2077,148996.8
2078,126795.734
2079,134344.92
2080,116811.06
2081,125634.38
2082,137764.3
2083,145635.69
2084,109247.75
2085,119936.055
2086,134776.78
2087,125472.87
2088,101051.914
2089,77994.195
2090,132788.88
2091,115847.58
2092,126369.516
2093,131287.6
2094,135696.38
2095,147318.6
2096,78572.72
2097,92023.44
2098,143844.25
2099,74737.03
2100,96869.55
2101,122282.41
2102,126998.82
2103,102867.58
2104,119062.836
2105,126435.125
2106,61776.047
2107,220252.77
2108,122435.125
2109,117362.72
2110,138199.98
2111,150950.72
2112,137724.66
2113,116046.91
2114,106765.48
2115,148784.67
2116,116531.02
2117,139388.64
2118,121490.3
2119,101259.984
2120,104651.79
2121,98708.555
2122,105790.164
2123,93783.26
2124,174202.38
2125,123490.914
2126,156007.14
2127,142656.25
2128,131353.78
2129,98874.12
2130,144821.2
2131,152469.28
2132,119880.3
2133,122364.12
2134,126693.15
2135,104243.16
2136,72401.83
2137,123367.37
2138,139841.23
2139,152541.97
2140,140333.56
2141,148439.84
2142,123999.22
2143,136159.27
2144,131652.08
2145,139019.95
2146,170633.14
2147,132139.44
2148,134951.61
2149,145613.5
2150,222473.7
2151,117139.71
2152,195387.23
2153,158864.44
2154,116850.305
2155,141247.17
2156,278607.53
2157,232033.0
2158,246114.17
2159,206666.03
2160,174665.44
2161,235052.12
2162,416145.94
2163,357864.7
2164,248970.6
2165,183225.22
2166,152658.58
2167,212971.45
2168,199702.66
2169,198259.98
2170,216803.7
2171,143733.03
2172,140302.27
2173,156298.81
2174,223907.73
2175,303752.62
2176,340186.1
2177,246466.67
2178,204663.33
2179,145988.19
2180,214315.36
2181,197075.77
2182,225411.97
2183,193349.22
2184,131146.22
2185,126402.12
2186,148349.56
2187,154589.83
2188,157867.75
2189,221598.67
2190,85123.74
2191,87578.67
2192,101854.18
2193,104500.86
2194,104840.73
2195,115517.016
2196,99441.54
2197,113543.58
2198,156468.06
2199,168431.05
2200,143653.81
2201,142603.19
2202,210754.03
2203,155904.19
2204,189759.72
2205,110102.75
2206,149890.1
2207,217694.31
2208,250075.4
2209,215348.4
2210,132366.14
2211,115277.58
2212,104810.74
2213,108523.32
2214,129666.45
2215,97155.51
2216,143405.83
2217,86189.78
2218,86723.05
2219,80784.35
2220,77183.12
2221,319596.0
2222,255054.89
2223,283009.38
2224,208866.94
2225,126491.49
2226,186626.4
2227,194797.94
2228,276019.12
2229,237033.7
2230,147377.86
2231,211887.61
2232,178224.31
2233,185280.83
2234,239681.67
2235,231435.34
2236,272530.7
2237,360182.2
2238,211579.36
2239,121449.66
2240,158076.77
2241,156609.42
2242,129772.96
2243,125952.945
2244,110428.88
2245,109188.45
2246,145268.38
2247,107071.6
2248,126822.086
2249,129021.78
2250,134450.64
2251,125989.92
2252,171924.4
2253,160898.95
2254,172073.98
2255,185184.39
2256,185797.17
2257,199640.52
2258,171600.86
2259,175085.86
2260,164449.4
2261,193669.44
2262,216244.39
2263,366147.12
2264,436667.34
2265,185052.58
2266,291863.56
2267,391649.03
2268,381253.6
2269,149823.23
2270,183010.8
2271,228283.95
2272,198661.73
2273,163526.39
2274,174813.39
2275,167840.7
2276,188701.6
2277,177415.23
2278,150281.2
2279,124032.77
2280,123147.09
2281,172333.88
2282,189743.88
2283,102061.09
2284,104733.16
2285,146572.28
2286,128661.1
2287,359069.06
2288,265440.72
2289,367874.72
2290,443386.78
2291,349712.1
2292,417916.4
2293,478644.34
2294,425743.0
2295,448012.56
2296,274135.4
2297,322319.56
2298,340331.8
2299,387048.3
2300,305024.25
2301,289711.62
2302,236905.92
2303,235646.81
2304,248672.61
2305,176225.39
2306,174621.3
2307,181926.58
2308,219187.5
2309,277187.84
2310,212744.84
2311,195089.94
2312,169409.05
2313,178075.31
2314,177627.73
2315,173649.02
2316,202015.42
2317,187348.17
2318,171740.4
2319,174077.52
2320,183793.9
2321,250542.8
2322,172911.75
2323,192969.44
2324,178169.0
2325,210219.33
2326,174188.34
2327,212961.27
2328,228214.84
2329,183131.81
2330,173581.62
2331,340282.88
2332,376354.84
2333,315171.34
2334,252502.6
2335,272004.3
2336,326385.53
2337,195501.5
2338,278272.97
2339,224981.36
2340,376971.16
2341,208082.45
2342,230580.2
2343,214635.8
2344,229368.25
2345,241550.42
2346,224373.17
2347,193774.61
2348,240718.27
2349,169239.44
2350,298185.66
2351,245884.23
2352,243217.78
2353,257516.16
2354,136798.89
2355,156361.14
2356,157243.75
2357,196047.95
2358,197154.48
2359,124020.69
2360,115204.05
2361,138315.62
2362,265264.7
2363,136660.25
2364,168031.42
2365,218165.98
2366,196296.08
2367,222310.44
2368,199891.83
2369,227684.06
2370,171010.02
2371,173950.08
2372,190266.42
2373,279784.7
2374,305743.6
2375,257575.22
2376,283897.2
2377,390639.94
2378,143549.25
2379,189615.64
2380,142186.53
2381,160351.2
2382,191041.98
2383,202149.53
2384,242368.58
2385,164016.6
2386,135422.77
2387,137678.83
2388,117352.04
2389,128388.516
2390,140943.94
2391,140573.23
2392,117516.36
2393,169059.27
2394,143884.98
2395,214386.98
2396,138199.0
2397,197184.42
2398,128647.42
2399,61543.67
2400,62354.766
2401,118077.77
2402,140737.64
2403,131581.98
2404,147985.44
2405,155580.9
2406,141729.55
2407,129188.62
2408,142123.0
2409,125823.805
2410,166695.38
2411,123595.38
2412,149558.8
2413,128171.664
2414,137696.27
2415,132856.88
2416,135034.47
2417,130523.37
2418,127509.586
2419,123398.92
2420,125558.86
2421,158054.28
2422,117727.86
2423,126374.0
2424,153903.38
2425,221634.28
2426,140577.45
2427,139422.73
2428,173218.45
2429,122752.85
2430,135971.98
2431,106925.63
2432,141563.0
2433,147627.28
2434,136951.86
2435,150135.2
2436,106652.336
2437,109900.0
2438,123252.38
2439,109004.016
2440,118500.73
2441,107673.58
2442,102705.02
2443,112604.3
2444,126927.48
2445,79743.82
2446,131835.48
2447,189372.44
2448,141553.45
2449,101900.49
2450,146128.53
2451,124056.72
2452,212572.23
2453,94417.47
2454,124883.76
2455,125039.0
2456,135585.67
2457,122666.51
2458,112375.67
2459,96920.04
2460,142657.86
2461,112974.46
2462,129315.84
2463,114300.23
2464,157512.28
2465,138014.55
2466,104251.73
2467,149158.6
2468,77673.24
2469,78387.09
2470,185919.75
2471,196411.47
2472,165176.98
2473,126953.24
2474,68708.836
2475,227526.97
2476,117903.734
2477,127876.984
2478,148771.97
2479,111246.76
2480,154643.22
2481,113752.125
2482,128010.414
2483,112325.58
2484,122704.17
2485,126354.77
2486,158334.86
2487,184403.94
2488,142119.86
2489,150715.5
2490,144041.17
2491,90045.984
2492,173553.86
2493,151053.11
2494,158189.97
2495,93427.48
2496,216336.02
2497,153488.73
2498,113485.5
2499,102720.35
2500,126344.41
2501,146110.64
2502,151594.94
2503,95611.77
2504,178436.56
2505,224137.39
2506,266245.5
2507,298551.12
2508,263189.03
2509,214007.14
2510,226219.25
2511,178999.3
2512,207260.16
2513,215336.6
2514,241436.97
2515,148387.53
2516,170613.06
2517,145324.77
2518,152889.86
2519,234122.62
2520,214192.0
2521,190607.73
2522,213991.05
2523,125359.47
2524,138066.48
2525,146419.3
2526,131867.77
2527,106623.43
2528,130185.055
2529,133763.84
2530,124890.62
2531,266240.4
2532,223310.81
2533,194254.1
2534,237359.5
2535,316673.47
2536,231032.42
2537,240323.12
2538,175716.03
2539,189893.64
2540,181680.44
2541,176889.28
2542,160235.81
2543,135549.9
2544,126824.086
2545,134607.95
2546,132851.73
2547,147516.48
2548,144464.62
2549,156901.3
2550,237502.81
2551,138774.28
2552,126707.39
2553,83920.87
2554,122777.72
2555,113708.64
2556,106601.32
2557,117466.55
2558,173806.33
2559,136137.81
2560,140625.61
2561,131567.66
2562,138680.2
2563,150083.97
2564,188548.61
2565,138891.0
2566,158736.98
2567,130969.19
2568,188921.52
2569,202031.23
2570,128762.02
2571,179964.53
2572,171753.47
2573,215859.48
2574,268642.6
2575,126545.23
2576,130977.84
2577,177125.8
2578,90166.09
2579,71678.82
2580,138549.77
2581,134985.19
2582,122129.76
2583,283866.1
2584,166802.08
2585,191343.77
2586,225885.55
2587,203187.02
2588,141511.97
2589,149888.3
2590,216808.69
2591,201142.42
2592,209818.3
2593,254505.52
2594,170959.7
2595,201792.55
2596,324310.28
2597,183128.12
2598,283965.66
2599,321685.78
2600,173726.27
2601,140020.6
2602,87817.32
2603,96865.84
2604,88079.29
2605,76982.58
2606,143998.78
2607,196207.69
2608,192502.31
2609,156948.9
2610,112717.375
2611,140693.4
2612,151834.4
2613,131582.58
2614,126837.98
2615,151470.12
2616,143710.42
2617,169422.83
2618,209111.75
2619,193386.92
2620,177447.2
2621,186905.02
2622,182158.14
2623,248033.36
2624,287818.1
2625,325124.8
2626,176144.4
2627,162780.47
2628,450048.25
2629,511608.7
2630,377376.4
2631,449720.28
2632,443672.06
2633,318819.22
2634,406804.12
2635,153149.55
2636,186589.45
2637,193392.02
2638,239756.94
2639,182400.86
2640,149008.83
2641,99646.69
2642,202044.62
2643,108499.984
2644,117002.695
2645,101450.21
2646,96691.3
2647,104131.414
2648,144151.1
2649,144719.78
2650,141379.69
2651,140562.52
2652,438190.66
2653,236903.22
2654,236330.53
2655,390438.1
2656,361301.5
2657,344223.0
2658,285605.34
2659,332242.6
2660,344561.62
2661,354780.1
2662,364777.34
2663,288223.53
2664,267794.22
2665,329256.5
2666,282230.84
2667,169164.7
2668,178276.7
2669,182538.81
2670,287968.0
2671,178132.61
2672,182139.92
2673,202698.77
2674,204239.3
2675,172544.94
2676,185646.17
2677,202152.44
2678,264456.2
2679,269728.5
2680,282440.25
2681,394364.28
2682,312074.47
2683,578884.06
2684,319180.34
2685,305833.22
2686,253978.11
2687,352358.53
2688,232232.12
2689,218248.11
2690,478926.06
2691,185567.58
2692,137800.69
2693,194795.14
2694,139484.17
2695,184346.47
2696,184876.86
2697,182607.69
2698,197667.58
2699,177914.25
2700,169582.33
2701,157548.98
2702,114280.81
2703,135220.44
2704,144900.5
2705,123625.555
2706,116580.57
2707,129965.8
2708,137584.1
2709,122603.69
2710,131404.03
2711,277091.7
2712,351859.34
2713,166323.06
2714,153390.34
2715,170160.03
2716,156124.9
2717,173121.45
2718,218516.67
2719,152006.56
2720,167104.45
2721,135767.16
2722,154518.69
2723,152172.77
2724,124986.88
2725,131402.7
2726,138922.23
2727,176572.73
2728,158871.22
2729,148999.6
2730,143820.62
2731,130301.66
2732,132663.98
2733,158107.67
2734,136339.7
2735,132091.83
2736,141210.19
2737,127310.45
2738,134821.69
2739,161481.89
2740,139609.16
2741,145429.95
2742,148275.0
2743,143335.62
2744,149505.75
2745,144199.42
2746,136276.75
2747,153668.9
2748,126172.81
2749,132312.81
2750,128514.55
2751,139832.11
2752,195602.86
2753,149009.25
2754,211835.45
2755,130247.27
2756,93048.26
2757,60910.53
2758,82232.82
2759,157808.86
2760,126713.07
2761,141145.58
2762,139463.06
2763,175517.39
2764,161493.39
2765,281509.97
2766,133242.34
2767,92152.18
2768,135610.81
2769,128110.22
2770,152643.52
2771,121457.38
2772,119574.71
2773,155625.83
2774,136860.42
2775,126536.77
2776,139723.77
2777,148977.38
2778,117040.94
2779,117626.36
2780,108931.445
2781,94884.516
2782,86648.516
2783,98379.016
2784,127855.97
2785,130821.88
2786,73166.69
2787,118171.06
2788,70460.88
2789,166876.72
2790,97712.016
2791,116104.92
2792,73657.55
2793,174998.4
2794,91612.15
2795,113785.27
2796,98016.29
2797,197253.42
2798,115311.16
2799,116511.39
2800,66611.98
2801,111722.766
2802,133977.78
2803,156441.16
2804,141818.48
2805,104546.14
2806,77259.29
2807,158679.3
2808,148545.84
2809,134689.75
2810,135683.45
2811,148705.62
2812,157120.78
2813,137342.22
2814,150245.2
2815,106961.85
2816,218117.1
2817,141161.56
2818,130530.7
2819,166070.69
2820,136340.64
2821,106278.266
2822,196005.72
2823,283831.2
2824,177449.25
2825,145264.98
2826,127500.086
2827,144097.06
2828,222576.16
2829,198910.23
2830,221258.7
2831,183233.98
2832,251255.61
2833,318951.4
2834,209825.1
2835,213703.27
2836,186599.52
2837,162069.42
2838,146414.73
2839,176553.25
2840,189656.56
2841,204443.95
2842,218387.16
2843,158076.14
2844,160445.33
2845,124248.09
2846,206832.88
2847,199188.28
2848,223624.39
2849,205616.95
2850,277930.7
2851,243372.3
2852,226616.84
2853,233771.69
2854,145512.9
2855,200189.05
2856,193910.89
2857,187579.89
2858,202451.3
2859,115568.164
2860,125481.7
2861,131042.78
2862,192242.48
2863,136479.2
2864,253983.0
2865,136730.38
2866,149738.73
2867,92117.6
2868,107657.11
2869,112827.555
2870,130614.664
2871,95423.664
2872,49564.727
2873,100704.46
2874,142248.72
2875,118766.64
2876,150983.05
2877,127853.23
2878,183146.5
2879,132795.47
2880,106810.984
2881,168009.61
2882,164807.94
2883,191427.67
2884,215485.72
2885,195077.39
2886,217581.47
2887,106981.51
2888,120580.95
2889,55167.195
2890,79382.06
2891,135495.6
2892,66643.51
2893,112237.92
2894,70245.4
2895,312838.2
2896,283170.06
2897,206147.31
2898,144213.1
2899,224485.72
2900,154013.14
2901,228847.45
2902,190787.83
2903,358444.62
2904,362953.97
2905,107755.164
2906,205318.58
2907,108414.445
2908,134068.69
2909,142658.23
2910,87288.36
2911,87817.32
2912,135098.02
2913,94408.9
2914,77667.99
2915,82446.86
2916,88924.24
2917,175508.58
2918,123400.84
2919,234165.4
