Id,SalePrice
2057,114288.84
2058,224559.16
2059,128011.38
2060,165368.2
2061,181268.3
2062,128819.055
2063,110871.82
2064,145885.81
2065,123560.78
2066,161765.03
2067,112019.39
2068,139056.1
2069,96129.35
2070,114761.26
2071,97608.53
2072,68580.63
2073,137456.67
2074,185559.75
2075,159301.61
2076,124033.47
2077,149355.16
2078,127813.47
2079,132975.34
2080,116555.016
2081,126378.62
2082,124681.54
2083,143745.56
2084,110765.234
2085,118328.15
2086,145268.16
2087,128244.53
2088,92921.43
2089,65476.03
2090,129005.4
2091,117543.06
2092,127194.9
2093,136874.4
2094,119382.125
2095,140018.52
2096,75923.23
2097,87224.76
2098,148491.45
2099,53724.04
2100,94664.01
2101,118546.875
2102,129971.76
2103,104050.97
2104,145967.03
2105,128891.4
2106,61292.156
2107,216975.28
2108,114411.58
2109,108884.805
2110,131182.05
2111,142409.5
2112,146624.45
2113,116132.1
2114,112810.82
2115,160635.7
2116,125431.57
2117,152841.38
2118,123553.15
2119,105380.234
2120,113802.54
2121,80989.87
2122,109299.6
2123,85956.164
2124,179258.56
2125,137043.45
2126,143950.81
2127,152222.48
2128,123675.69
2129,94949.34
2130,136112.42
2131,163306.23
2132,115188.42
2133,122864.02
2134,120674.49
2135,82666.85
2136,76960.85
2137,117522.4
2138,124582.266
2139,145675.6
2140,143035.61
2141,159663.7
2142,129091.27
2143,138782.86
2144,124071.336
2145,137558.84
2146,170076.75
2147,123131.23
2148,140203.55
2149,152002.0
2150,217168.5
2151,114948.74
2152,182938.64
2153,178232.03
2154,111346.195
2155,142648.97
2156,272888.56
2157,219468.75
2158,226076.75
2159,197409.83
2160,171087.14
2161,235301.52
2162,384082.88
2163,349098.66
2164,260439.31
2165,184760.25
2166,162386.58
2167,219878.55
2168,193679.22
2169,196987.95
2170,225075.86
2171,147837.34
2172,138399.53
2173,160566.47
2174,218501.75
2175,313313.7
2176,327358.7
2177,236527.23
2178,206606.52
2179,139155.06
2180,219572.44
2181,193435.77
2182,225972.16
2183,189879.11
2184,129436.18
2185,127659.875
2186,144698.81
2187,152530.94
2188,148280.2
2189,274933.72
2190,79836.445
2191,81383.94
2192,93032.016
2193,113493.98
2194,100779.07
2195,102667.33
2196,94267.5
2197,112689.56
2198,164535.81
2199,159880.8
2200,149797.25
2201,150436.1
2202,218066.02
2203,146578.25
2204,193201.95
2205,112696.27
2206,150277.88
2207,212207.89
2208,255372.23
2209,238567.44
2210,131161.53
2211,118377.12
2212,113647.3
2213,104495.93
2214,129089.97
2215,100231.39
2216,171981.42
2217,72340.695
2218,83701.03
2219,85698.58
2220,79860.23
2221,347696.97
2222,265273.3
2223,288468.94
2224,204698.6
2225,109847.695
2226,185443.48
2227,197646.2
2228,262588.4
2229,246110.23
2230,155618.31
2231,219613.25
2232,179992.8
2233,162671.84
2234,241598.97
2235,226446.64
2236,256840.98
2237,354816.12
2238,204098.34
2239,102915.23
2240,165170.08
2241,165814.78
2242,124803.03
2243,130014.836
2244,107582.3
2245,113410.016
2246,137020.25
2247,116480.086
2248,129369.24
2249,121206.88
2250,130855.38
2251,134255.16
2252,179301.83
2253,151687.05
2254,176202.36
2255,187168.06
2256,183020.97
2257,211294.86
2258,162903.86
2259,173326.81
2260,152810.56
2261,195259.69
2262,212873.98
2263,353657.44
2264,471639.22
2265,187501.16
2266,314679.5
2267,394461.44
2268,444313.16
2269,141283.72
2270,192627.98
2271,202656.23
2272,200494.86
2273,160642.94
2274,172151.94
2275,159905.0
2276,175689.66
2277,190185.89
2278,148087.6
2279,125249.49
2280,124663.9
2281,166541.47
2282,187961.88
2283,107695.62
2284,110727.7
2285,144128.61
2286,123543.4
2287,372213.25
2288,278600.2
2289,385441.0
2290,460925.06
2291,331447.8
2292,428153.94
2293,493534.7
2294,440777.5
2295,445364.78
2296,269446.7
2297,324206.06
2298,316980.3
2299,380339.34
2300,343606.88
2301,281504.44
2302,250747.89
2303,241863.89
2304,245782.48
2305,185557.17
2306,179711.9
2307,193066.5
2308,223375.95
2309,275552.72
2310,219240.47
2311,187698.95
2312,176921.06
2313,172363.16
2314,173964.61
2315,176981.6
2316,189125.14
2317,183133.4
2318,176226.45
2319,178189.28
2320,197625.45
2321,230401.3
2322,169750.58
2323,182990.6
2324,171775.5
2325,207158.42
2326,157298.1
2327,210753.33
2328,228129.53
2329,183667.02
2330,176049.53
2331,376923.97
2332,417559.7
2333,310311.75
2334,251306.83
2335,268795.53
2336,314376.22
2337,210926.1
2338,277551.25
2339,228643.03
2340,387494.78
2341,222424.94
2342,231323.14
2343,232581.62
2344,232552.81
2345,236703.48
2346,217048.45
2347,200189.12
2348,235309.12
2349,185320.4
2350,285773.53
2351,246101.2
2352,242977.16
2353,262589.3
2354,143771.2
2355,152607.11
2356,159048.38
2357,193111.89
2358,191750.28
2359,130691.72
2360,114833.63
2361,145244.98
2362,271067.88
2363,141914.97
2364,160167.27
2365,229240.62
2366,200789.31
2367,221658.23
2368,221085.5
2369,216723.4
2370,172217.89
2371,170445.62
2372,202153.4
2373,297231.44
2374,325345.16
2375,256280.12
2376,291927.72
2377,385335.6
2378,133183.5
2379,208068.81
2380,136976.17
2381,156638.5
2382,192194.89
2383,197597.08
2384,240460.23
2385,163272.31
2386,132001.48
2387,131236.23
2388,109056.586
2389,123496.6
2390,145983.44
2391,144759.78
2392,116090.35
2393,163966.53
2394,148862.67
2395,212475.95
2396,139716.3
2397,202222.33
2398,146671.48
2399,59584.07
2400,52398.266
2401,113482.38
2402,140284.12
2403,137094.78
2404,146505.58
2405,157185.81
2406,143488.55
2407,128965.52
2408,144649.1
2409,124561.42
2410,164959.02
2411,120513.46
2412,157658.11
2413,129141.414
2414,146218.64
2415,133028.84
2416,126116.28
2417,130246.26
2418,126167.914
2419,132903.84
2420,121855.67
2421,149971.94
2422,114347.58
2423,135459.34
2424,160682.84
2425,225847.36
2426,133622.27
2427,139897.55
2428,181117.25
2429,115703.03
2430,136590.39
2431,104775.984
2432,148963.31
2433,153710.55
2434,140916.27
2435,157695.27
2436,108651.09
2437,102625.81
2438,126314.85
2439,106254.24
2440,119004.61
2441,98561.07
2442,92404.74
2443,123722.02
2444,129577.09
2445,80034.87
2446,129614.96
2447,179680.64
2448,126216.61
2449,97897.7
2450,143044.0
2451,101155.41
2452,213637.75
2453,94650.03
2454,122977.555
2455,134195.03
2456,134078.12
2457,134063.86
2458,127989.89
2459,108577.81
2460,134707.06
2461,120431.86
2462,143379.42
2463,122317.695
2464,176497.1
2465,142058.94
2466,115477.44
2467,133090.53
2468,63820.438
2469,64809.977
2470,195526.25
2471,219936.75
2472,161653.7
2473,113714.48
2474,61578.97
2475,209861.86
2476,110526.35
2477,128335.47
2478,151421.06
2479,102787.25
2480,157495.42
2481,120693.11
2482,129977.81
2483,111641.97
2484,120369.2
2485,127579.37
2486,156955.34
2487,182112.03
2488,161066.61
2489,144998.5
2490,152857.97
2491,98541.34
2492,180654.38
2493,149071.6
2494,152557.73
2495,85390.086
2496,235574.62
2497,152073.03
2498,110309.56
2499,98571.22
2500,120361.516
2501,134859.62
2502,158346.78
2503,96962.49
2504,170928.66
2505,221901.8
2506,258236.16
2507,292488.16
2508,258424.61
2509,213865.55
2510,225585.47
2511,174128.23
2512,207440.45
2513,214511.81
2514,221304.97
2515,149437.39
2516,178292.45
2517,153789.45
2518,154888.64
2519,235415.38
2520,221929.27
2521,192842.45
2522,222987.73
2523,125605.16
2524,137058.9
2525,148103.45
2526,131977.11
2527,105941.16
2528,130395.805
2529,134856.69
2530,126482.28
2531,250576.47
2532,230504.45
2533,192809.05
2534,220565.81
2535,323288.25
2536,236421.06
2537,244184.55
2538,180046.92
2539,186605.0
2540,180510.06
2541,174860.02
2542,171795.06
2543,131390.98
2544,118376.14
2545,133272.5
2546,126206.15
2547,146788.78
2548,145873.03
2549,154146.48
2550,277463.8
2551,139577.12
2552,121737.55
2553,73710.66
2554,101626.42
2555,117060.09
2556,106383.42
2557,119183.266
2558,159275.2
2559,138962.48
2560,150217.88
2561,148645.64
2562,147396.64
2563,156236.36
2564,197915.97
2565,141768.39
2566,160817.89
2567,128163.04
2568,186971.25
2569,199573.95
2570,126568.4
2571,187728.16
2572,170259.92
2573,225447.88
2574,270807.22
2575,128940.74
2576,134734.97
2577,156769.62
2578,84421.26
2579,54097.86
2580,136923.3
2581,121766.52
2582,123303.375
2583,274222.7
2584,153892.95
2585,173305.64
2586,204224.98
2587,197279.84
2588,145830.1
2589,151298.44
2590,209874.08
2591,219254.72
2592,211899.92
2593,243890.56
2594,181676.08
2595,218667.75
2596,291723.44
2597,189720.69
2598,277579.34
2599,313631.06
2600,205457.9
2601,143335.17
2602,80779.27
2603,93784.89
2604,89131.62
2605,76086.75
2606,149417.53
2607,194618.02
2608,197236.19
2609,166802.56
2610,115319.88
2611,118309.04
2612,147514.16
2613,127776.695
2614,122251.29
2615,147414.02
2616,140995.25
2617,193221.28
2618,217227.94
2619,192702.94
2620,189849.89
2621,177571.48
2622,179570.03
2623,252155.47
2624,286887.84
2625,299177.4
2626,176118.2
2627,166227.52
2628,482495.34
2629,640057.8
2630,412534.7
2631,496769.0
2632,449148.62
2633,325227.34
2634,401656.16
2635,152268.98
2636,179837.73
2637,171712.4
2638,267720.16
2639,190872.27
2640,153610.12
2641,97749.56
2642,202257.22
2643,99760.93
2644,122310.305
2645,112471.484
2646,96260.55
2647,107716.84
2648,142413.16
2649,143928.95
2650,138002.4
2651,139643.53
2652,437807.8
2653,239034.27
2654,249984.36
2655,384956.4
2656,323164.12
2657,350007.78
2658,288337.03
2659,348471.22
2660,345641.88
2661,369033.6
2662,370035.06
2663,262407.66
2664,271837.3
2665,329214.84
2666,302619.9
2667,167567.23
2668,179240.61
2669,180710.95
2670,278918.12
2671,184718.25
2672,189758.61
2673,201874.05
2674,200637.8
2675,173756.38
2676,189005.52
2677,191967.89
2678,250268.34
2679,282750.72
2680,281363.4
2681,424799.7
2682,339124.62
2683,592218.1
2684,324853.2
2685,346187.56
2686,254673.6
2687,327095.3
2688,215886.11
2689,209066.8
2690,469640.2
2691,190826.84
2692,135671.45
2693,193487.83
2694,139873.88
2695,193935.02
2696,183635.86
2697,185877.64
2698,197681.66
2699,165491.98
2700,157244.31
2701,150421.03
2702,106031.414
2703,116592.18
2704,142915.33
2705,110248.484
2706,113408.99
2707,126047.5
2708,133410.44
2709,114967.23
2710,130552.82
2711,290372.8
2712,378878.75
2713,166133.25
2714,147926.77
2715,169631.9
2716,140807.34
2717,180208.38
2718,223331.8
2719,151151.61
2720,150161.77
2721,127126.28
2722,160612.34
2723,139457.64
2724,130738.61
2725,133649.61
2726,144472.42
2727,182695.14
2728,164368.89
2729,152067.83
2730,146863.36
2731,135745.42
2732,135599.23
2733,160471.34
2734,142187.86
2735,130153.98
2736,144476.33
2737,118305.8
2738,132038.23
2739,161847.19
2740,131241.5
2741,141655.78
2742,149742.12
2743,148883.7
2744,162143.53
2745,136918.8
2746,130419.1
2747,144528.52
2748,122693.92
2749,131258.47
2750,131714.05
2751,134130.3
2752,206302.84
2753,143366.53
2754,201355.1
2755,125270.86
2756,96327.11
2757,60024.0
2758,80150.39
2759,156039.8
2760,120386.23
2761,147761.55
2762,143276.27
2763,177063.83
2764,149238.86
2765,273649.34
2766,136751.98
2767,89960.2
2768,137989.4
2769,135280.73
2770,146190.27
2771,114107.805
2772,116708.31
2773,161555.53
2774,143985.23
2775,128903.86
2776,141736.0
2777,143410.33
2778,116549.734
2779,133963.16
2780,97983.82
2781,93043.445
2782,79774.59
2783,100372.16
2784,122616.37
2785,125222.01
2786,61818.28
2787,123824.28
2788,62235.22
2789,174726.33
2790,97280.414
2791,115444.74
2792,63495.86
2793,181595.72
2794,100514.76
2795,119464.52
2796,97410.29
2797,223565.2
2798,116349.46
2799,114157.04
2800,61385.875
2801,109200.81
2802,138391.38
2803,161103.62
2804,136481.48
2805,108815.945
2806,77906.2
2807,168687.22
2808,163355.19
2809,133532.34
2810,131108.16
2811,159718.38
2812,167267.52
2813,147849.78
2814,153768.39
2815,108213.8
2816,224837.6
2817,144488.97
2818,128125.266
2819,150782.23
2820,130701.85
2821,116829.09
2822,210852.25
2823,306895.06
2824,180394.55
2825,163001.17
2826,129634.375
2827,130763.46
2828,191242.14
2829,207036.84
2830,229506.92
2831,175736.78
2832,235336.64
2833,296659.38
2834,223146.5
2835,212197.81
2836,190440.67
2837,152316.39
2838,150033.25
2839,171665.25
2840,203641.28
2841,208425.73
2842,221600.73
2843,148199.17
2844,158242.08
2845,124468.43
2846,216481.12
2847,204500.61
2848,223946.42
2849,199151.84
2850,265972.16
2851,215807.44
2852,230335.89
2853,237417.06
2854,140238.88
2855,197938.23
2856,200437.8
2857,185935.03
2858,207365.05
2859,112261.69
2860,130757.5
2861,120227.47
2862,189799.44
2863,128401.55
2864,249191.1
2865,147610.47
2866,136701.61
2867,99042.07
2868,91878.445
2869,100477.19
2870,120337.81
2871,81622.51
2872,42028.055
2873,101568.8
2874,146369.3
2875,112423.58
2876,164778.45
2877,129039.26
2878,166917.6
2879,144250.38
2880,102893.39
2881,144852.94
2882,164138.39
2883,184963.39
2884,205725.31
2885,191311.94
2886,244524.61
2887,106671.04
2888,126371.02
2889,46245.65
2890,79769.92
2891,133896.33
2892,54035.188
2893,92583.98
2894,71639.88
2895,308300.12
2896,280592.8
2897,193624.19
2898,142399.38
2899,214360.81
2900,154400.47
2901,212740.28
2902,200004.6
2903,348937.9
2904,348232.88
2905,96455.17
2906,207676.62
2907,109972.73
2908,131964.1
2909,145729.84
2910,80298.984
2911,80779.27
2912,143722.0
2913,86289.45
2914,73225.7
2915,85140.38
2916,87921.94
2917,153439.98
2918,119149.35
2919,205254.11
